Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2015-01-02,24.261049270629883,30.222620010375977,171.56800842285156,24.729272337596463,30.40909238529276,172.77900835187265,23.82167345251905,29.978773414173656,170.5240517554966,24.71817633026032,30.30868271024624,172.36142568493068,212818400,9921100,121465900
2015-01-05,23.57757568359375,30.222620010375977,168.46958923339844,24.11015184940222,30.81789362953137,170.68277275764044,23.39117495671791,30.1795900283828,168.1605820698364,24.030265339880305,30.617077015322227,170.51574220283973,257142000,26292600,169632600
2015-01-06,23.579797744750977,30.452119827270508,166.8827667236328,23.839428081950576,30.796373333921217,169.3047414368141,23.21808887323788,30.294338679982893,166.08100228258024,23.64193132701962,30.416260599972578,168.77858312413545,263188400,16897500,209151400
2015-01-07,23.910436630249023,30.83224105834961,168.9623565673828,24.01029392504949,30.91830376712286,169.30477753415286,23.67743401836389,30.53819096214716,167.76807583341107,23.788387320592424,30.695972138917423,168.2190596664228,160423600,13412300,125346700
2015-01-08,24.82912826538086,31.205175399780273,171.96054077148438,24.886824452930725,31.248208115248048,172.1776919187798,24.121245700213183,30.91112535045986,170.36538463531008,24.23885761526062,30.96850230441689,170.382078766939,237458000,21743600,147217800
2015-01-09,24.855756759643555,30.86092185974121,170.58255004882812,25.13092044767605,31.2410373397022,172.3948576192564,24.456324234263423,30.80354764171245,169.96452300317785,25.00221422360769,31.176489634492505,172.3781507413702,214798000,12733500,158567300
2015-01-12,24.24328994750977,30.58121681213379,169.2462615966797,24.993333457225084,30.98284729189085,170.87484430602098,24.14343267985091,30.45212139849344,168.63659442871202,24.98667653178283,30.88961110739864,170.71616084255797,198603200,11415800,144396100
2015-01-13,24.45853805541992,30.57404136657715,168.77027893066406,25.03105731026503,31.011531008313877,171.6098370911591,24.167841042314155,30.444945972757026,167.45906272109025,24.72704475408469,30.717480997031004,170.47401127823775,268367600,12529500,214553300
2015-01-14,24.365346908569336,30.52384376525879,167.75135803222656,24.51846132106943,30.552529508148982,167.951802358081,24.076867632996397,30.17241673998568,165.8388344712082,24.196697407787628,30.17959022762117,166.74080207851483,195826400,13447600,192991100
2015-01-15,23.704057693481445,30.39474296569824,166.2146453857422,24.42303444417386,30.738996442390636,168.71178213503651,23.668553525712905,30.24412984674003,166.0977227226677,24.409720592887236,30.717481455060938,168.39442790304255,240056000,11193100,176613900
2015-01-16,23.519880294799805,30.5023193359375,168.39442443847656,23.872712672689556,30.54535204464306,168.553107923016,23.34457387588783,30.29433475023558,165.822113160146,23.75066336426571,30.380397431763388,166.0058505902849,314053200,15114900,211879600
2015-01-20,24.12567901611328,30.95415687561035,168.75355529785156,24.18115565046122,31.076081530138655,169.3047676399098,23.633046232221588,30.559699907917405,167.17509285913232,23.930400179680525,30.62424761069506,169.0375085369911,199599600,17047300,130991100
2015-01-21,24.30986595153809,31.097591400146484,169.60540771484375,24.644943660585685,31.147794856722513,170.08980522392602,24.025824113604987,30.667272540502104,167.81815409204347,24.176720652220492,30.76050870380753,168.2858447232639,194303600,10720600,122942700
2015-01-22,24.942296981811523,31.39881706237793,172.1276092529297,24.95783037285458,31.43467902488321,172.26122604359531,24.347587350000268,30.889608931053015,168.9790318483948,24.467417092194996,31.104767026666565,170.36540959341283,215185600,14709100,174356000
2015-01-23,25.07100486755371,31.061738967895508,171.18386840820312,25.24187218046509,31.377304011896992,172.12760947278807,24.749239327247817,30.968502784212692,171.05023887375302,24.92010833317196,31.26972358950269,171.8686974709358,185859200,12357700,117516800
2015-01-26,25.097633361816406,30.83939743041992,171.5847930908203,25.37723612111665,31.00435201860227,171.67666182894345,25.03106240494394,30.7174755445002,170.24853559694077,25.239653434759713,30.96849280132487,170.96677861946236,222460000,11151900,92009700
2015-01-27,24.21887969970703,30.40190887451172,169.3214569091797,24.9600484254959,30.58120770272741,170.4739766257044,24.194469844806008,30.229783531519132,168.4862914148447,24.94673288181463,30.509489265794333,169.5135414046648,382274800,15274000,134044600
2015-01-28,25.58805274963379,30.064830780029297,167.15000915527344,26.211611525970177,30.695963517499912,170.61594060279583,25.58805274963379,30.050489279165262,166.957924674005,26.10287605920962,30.545353135476834,170.51572482884936,585908400,14278500,168514300
2015-01-29,26.38469886779785,30.193927764892575,168.695068359375,26.449051994201383,30.2297897265914,168.95396760149606,25.64352983698932,29.742096595029807,165.93066010493936,25.81217935125328,29.95725468580497,167.35045151876065,337745600,13657900,173585400
2015-01-30,25.99857521057129,29.526935577392575,166.57374572753906,26.62878907264439,30.07200565543997,168.84539676112405,25.929783020884912,29.483905601045997,166.3064994113832,26.27373889027836,30.000287204273302,167.50913969311802,334982000,19193700,197729700
2015-02-02,26.324777603149418,29.82815933227539,168.63656616210938,26.44460736236611,29.856847807327306,168.72843484957787,25.758916826474497,29.33329544910596,165.2457972778162,26.196073070372567,29.55562429104936,167.07481121875523,250956400,15197500,163107000
2015-02-03,26.329221725463867,29.85684585571289,171.0753173828125,26.426859490440915,30.014626986417795,171.08367719467464,26.09843862940438,29.67037351594793,169.16279377788402,26.295935392693256,29.942908539359507,169.53861574682628,207662800,13193100,124212900
2015-02-04,26.531150817871097,29.8927059173584,170.4239044189453,26.741963089882017,30.18675593595521,171.52632921923166,26.25376758602479,29.849673206386868,169.96456075215934,26.295930379029553,29.957253615873967,170.30698173500133,280598800,16400000,134306700
2015-02-05,26.720518112182617,29.971607208251953,172.14425659179688,26.785125203713097,29.993122202511714,172.29459296289767,26.566797732344764,29.770790563585024,171.01679115478743,26.738339410088408,29.978777961043768,171.09195296853267,168984800,11078500,97953200
2015-02-06,26.495512008666992,29.727758407592773,171.66827392578125,26.789584720984383,29.950087294424986,173.07970568320872,26.388575704326623,29.6345222127912,171.14211557408322,26.738344018974548,29.85685383550753,172.51178650709406,174826400,12366400,125672000
2015-02-09,26.6715087890625,29.569965362548828,170.8998565673828,26.69824158884598,29.727749222557016,171.7433688199039,26.38411929352651,29.433699224467475,170.4906210373982,26.410853793004787,29.67754576453319,171.01677918400563,155559200,13371100,87219000
2015-02-10,27.18390464782715,30.409086227416992,172.72061157226562,27.21286744437979,30.86091736215245,172.9795108930833,26.76953099407376,30.265646599423984,170.94170460280418,26.771757594043475,30.774854679709986,171.94391360981265,248034000,32184200,96164200
2015-02-11,27.82105827331543,30.387575149536133,172.82081604003906,27.82996977096396,30.47364058668128,173.25510573168282,27.2908369109358,29.90705543695346,171.90214150202723,27.350987395445394,30.19393201978546,172.5535696676848,294247200,20496300,91087800
2015-02-12,28.17305374145508,30.2441349029541,174.48277282714844,28.40029267386532,30.595561924763583,174.54124052844537,27.974777600256637,30.172416442609585,172.85420266863906,28.08394046795487,30.4090922863375,173.62255339102262,297898000,13818200,97545900
2015-02-13,28.311182022094727,30.115034103393555,175.2010498046875,28.355737813123717,30.287159456174084,175.2511577049283,27.99260318712347,29.95007676447775,174.34917726974467,28.355737813123717,30.136549088520333,174.60808932701627,217088800,10792100,93670400
2015-02-17,28.478271484375,29.98594856262207,175.47659301757812,28.712193658661604,30.03615203498405,175.6519833490863,28.275538706700655,29.8640238898258,174.6330805978399,28.402524592820477,29.98594856262207,174.88362000912016,252609600,12804200,76968200
2015-02-18,28.67654037475586,29.928569793701172,175.49339294433594,28.68990676999424,29.97877326302937,175.56855480757292,28.393605877786005,29.74210015560842,174.83360482849463,28.433706763195342,29.942914032921212,175.10086400038446,179566800,9789800,80652900
2015-02-19,28.616392135620117,30.201101303100582,175.3680419921875,28.745606306357125,30.29433747908616,175.7355168383215,28.589659341463797,29.785126622459984,174.7500276997019,28.623075334159196,29.892707035972848,174.89200430050573,149449600,16578300,91462500
2015-02-20,28.85031509399414,30.1007022857666,176.4202880859375,28.85031509399414,30.20110923895768,176.49544988978369,28.527281357761577,29.864026408201106,174.32401543665276,28.65426553296407,30.15090576236214,174.95038928925493,195793600,15982400,140896400
2015-02-23,29.630056381225582,30.014638900756836,176.3953094482422,29.630056381225582,30.24414130550461,176.3953094482422,28.885964051866292,29.89988769838295,175.78562946272703,28.9661658442121,29.91423194066525,176.16981119683777,283896400,11830300,74411100
2015-02-24,29.44514274597168,30.2154483795166,176.89642333984375,29.763723273660514,30.358888032382755,177.0968676711407,29.222360396316702,29.957257551534298,176.01949691289124,29.616686107034894,30.014631771150466,176.3201570380288,276912400,12782700,72472300
2015-02-25,28.692136764526367,30.15807723999023,176.74607849121094,29.318158010503875,30.294346167640207,177.25552995494164,28.549556199464845,29.935748334261287,176.403657578425,29.30924481303132,30.244139953953557,176.77113243667193,298846800,10323300,73061700
2015-02-26,29.055278778076172,30.452119827270508,176.53732299804688,29.15553017329183,30.516667530760245,176.81292919774938,28.20647841951973,30.10069556951368,175.9276428849398,28.692142396043774,30.15089903490751,176.65424568183428,365150000,14346500,72697900
2015-02-27,28.61862564086914,31.0545654296875,175.93594360351562,29.08869659224438,31.31275625430353,176.70429423084457,28.56961324598533,30.45929457149725,175.88583571923954,28.961709005666517,30.495153800275297,176.43703518988886,248059200,28312800,108076000
2015-03-02,28.75897789001465,30.98284339904785,177.04673767089844,29.02408947783968,31.054561848333055,177.10519262880246,28.58298129776372,30.896780712728916,175.98607392524576,28.79462388824429,31.054561848333055,176.03618181591037,192386800,13514600,87491400
2015-03-03,28.819122314453125,30.80354881286621,176.3201141357422,28.85476830306888,30.954159218787144,177.09682457986457,28.536187803822017,30.724656866178908,175.45154773202682,28.730010742302316,30.91829998917033,176.61242712147254,151265200,10036300,110325800
2015-03-04,28.63644027709961,30.480817794799805,175.57679748535156,28.863679214055935,30.825071408646693,175.79394861930544,28.587431290097957,30.459302798898285,174.59965561339254,28.76120124206788,30.782038680959136,175.71877405714616,126665200,16263000,114497200
2015-03-05,28.16191864013672,30.409086227416992,175.7689208984375,28.683228541068605,30.559696605662143,176.05287408438272,28.01710976775747,30.3015058224514,175.25946947960023,28.645355948203196,30.523837382634728,175.90253768125035,226068400,9223000,76873000
2015-03-06,28.204248428344727,29.777956008911133,173.2968292236328,28.821354861270127,30.26564914355281,175.33463494119246,28.128503236447628,29.641689855599093,172.9627681442615,28.60525568485425,30.20827219317917,174.90034534311908,291368400,18180500,188128000
2015-03-09,28.324546813964844,29.68471908569336,174.01507568359375,28.865909672478804,29.799470247670182,174.37419071431117,27.861159134873525,29.634515623321217,173.33859370025084,28.507228266340064,29.785126010437644,173.4972771765636,354114000,10123300,89818900
2015-03-10,27.73863220214844,29.182682037353516,171.1922149658203,28.34237219558365,29.51259402545383,172.72056930955918,27.580456930040572,29.17551128660251,171.1504541434772,28.16191902734832,29.476732064048218,172.63706040848672,275426400,14599100,157121300
2015-03-11,27.232913970947266,28.759538650512695,170.79136657714844,27.796553044141444,29.21137258462163,171.62653218388266,27.20395287735549,28.74519714799319,170.7078449190287,27.7920981450098,29.21137258462163,171.4511417992775,275756000,18549700,110145700
2015-03-12,27.725263595581055,29.338062286376953,172.9627685546875,27.825516675855415,29.338062286376953,173.02957057582964,27.09701741803413,28.9403321410548,171.37594656487508,27.248509488491273,28.998182444341342,171.42605445253832,193450800,17728700,93993500
2015-03-13,27.53367805480957,28.860782623291016,171.90211486816406,27.936915384693087,29.33805930082529,173.65595475642573,27.308669037798857,28.643839180518263,170.85815800243182,27.714132968068252,29.244049464142396,172.68717247017292,207309200,17438400,162410900
2015-03-16,27.836654663085938,29.13556480407715,174.19882202148438,27.836654663085938,29.17895181615887,174.2906907364938,27.3732686550269,28.918621467915973,171.9271708354456,27.598277610489713,28.9258517170682,172.63706660993805,143497200,15238800,136099200
2015-03-17,28.302268981933594,29.2946720123291,173.6809844970703,28.364647765853334,29.453765171298308,174.0651534055092,27.992601661978895,29.157275130501187,172.8625133130527,28.04829724757786,29.410375375601493,173.45548629383185,204092400,21661800,94510400
2015-03-18,28.62085723876953,29.35975646972656,175.7689208984375,28.77457764962221,29.497156115490014,176.4454028535006,28.15301450538153,28.781239630839583,172.56187598228146,28.29336681548945,29.27297963353999,173.20495692754463,261083600,26247500,228808500
2015-03-19,28.404754638671875,28.940330505371097,174.96714782714844,28.794623819986978,29.3019038458801,175.77725926855788,28.38247673967853,28.896940711419173,174.57461907745056,28.68323262532552,29.27297731657882,175.35132951071256,183238000,16057600,117917300
2015-03-20,28.048301696777344,29.395910263061523,176.51153564453125,28.60525594142023,29.4031405152519,177.02326105018335,27.883443213167936,28.93309412390244,175.73975537380102,28.5718399445157,28.97648391280073,175.92431291685557,274780400,31608500,177715100
2015-03-23,28.340145111083984,29.37421417236328,176.16758728027344,28.482725692046003,29.605620864092145,177.0987593250604,28.18642473173338,29.2874373526113,176.16758728027344,28.320095513618043,29.388677435419503,176.51992091877452,150838800,17060500,71784500
2015-03-24,28.22429656982422,29.26575088500977,175.177734375,28.525050703803593,29.64178753927153,176.5031747464424,28.19533377641262,29.26575088500977,175.11062136370575,28.344599243232636,29.58393447311463,176.0417935946039,131369200,13485700,77805300
2015-03-25,27.48688507080078,29.25126838684082,172.6107177734375,28.253256880292685,29.43205496184159,175.62235509391408,27.48688507080078,29.09940832590039,172.56878333985176,28.190878095742303,29.35250842746778,175.38746594363997,206620800,22811300,159521700
2015-03-26,27.67848777770996,29.178966522216797,172.1996307373047,27.82106839255793,29.33082941679355,173.12240568412503,27.31312473970018,29.092189695734064,171.2348957650203,27.348770743259667,29.17173626942056,171.93957586319627,190291600,17359600,153067200
2015-03-27,27.457927703857425,28.98371696472168,172.5939178466797,27.780961467554363,29.272973948698223,172.7700782772162,27.382182512251926,28.904170397587897,171.8892377230447,27.75200037071014,29.272973948698223,172.08219240477024,158184800,14384400,118939000
2015-03-30,28.153005599975582,29.2946720123291,174.6995391845703,28.159688798386455,29.366988338490454,175.00154130094285,27.625010829489707,28.882478608259586,173.61737240119172,27.636150626637427,29.005414983441003,173.63414105174263,188398800,12561400,96180400
2015-03-31,27.72080993652344,29.323596954345703,173.1727752685547,28.17974106769297,29.576699944321295,174.57373864731494,27.70521523885344,29.178967068443313,173.1140593810999,28.090627781138178,29.2946704254481,173.86905839436707,168362400,16604800,126768700
2015-04-01,27.68071174621582,29.4176025390625,172.5603485107422,27.87453303592651,29.51161236508949,173.16435270819463,27.42451165973242,29.09218603249617,171.56206343993898,27.80769763955876,29.497149102732628,173.13918693334207,162485600,14300700,137303600
2015-04-02,27.91908836364746,29.4176025390625,173.18115234375,27.972555660024614,29.55499939357485,173.6341491391599,27.667344880997593,29.272972674079103,172.30869605559414,27.85448126816499,29.45375931566204,172.49325362422337,128880400,14343100,86900900
2015-04-06,28.371335983276367,29.771947860717773,174.3472137451172,28.406981980219054,30.090134169358823,174.86732354767153,27.698533938082665,29.352524215580523,172.1493171725195,27.729723335560173,29.482690840281737,172.28353038574508,148776000,19843400,114368200
2015-04-07,28.07280921936035,29.656238555908203,173.88584899902344,28.542878494849756,29.916571753123986,175.12740783303363,28.066126019663994,29.62731479067267,173.85229889021207,28.435943900318566,29.68516507972888,174.37240878003402,140049200,9773400,81236300
2015-04-08,27.981468200683594,29.569469451904297,174.47303771972656,28.159694794832983,29.714099350128084,174.91765017722855,27.84111590508492,29.46099909717585,173.71803881466576,28.03716379889343,29.63455276817571,174.11231971856327,149316800,8954700,89351900
2015-04-09,28.195331573486328,29.685157775878903,175.2448272705078,28.199788171983503,29.706854042698755,175.47971639998357,27.77204649974748,29.38143762624573,173.81032671553078,28.03715632072283,29.504371184358835,174.30527075260483,129936000,12710900,85548900
2015-04-10,28.31564140319824,29.562232971191406,176.20118713378906,28.34014760205144,29.76471313090156,176.24313436937118,27.905722621826133,29.540536697947257,175.2951934078108,28.0594413149933,29.714093090974025,175.49651965780637,160752000,8720000,72722900
2015-04-13,28.259939193725582,29.432071685791016,175.40419006347656,28.643126786166484,29.627321628767255,176.69609286248152,28.20647190859878,29.432071685791016,175.35385851555347,28.59856759912117,29.627321628767255,176.05852578746774,145460400,9616300,74436600
2015-04-14,28.137414932250977,29.2946720123291,175.7397918701172,28.35796900985864,29.395914868955,175.9243494514993,28.050529941081457,29.157275130501187,174.57373049711114,28.293361916479697,29.352525073258185,175.20290057895969,102098400,11209700,75099900
2015-04-15,28.244348526000977,29.215116500854492,176.52835083007812,28.32232201536702,29.51160642300968,177.0400763706317,28.072806849395675,29.15726346307559,176.12568553930606,28.161920137111697,29.352513327702372,176.20958000844553,115881600,11189100,99529300
2015-04-16,28.10844612121582,29.35975646972656,176.4779815673828,28.315633755757467,29.54777616648101,176.98970699861528,28.09507972534032,29.142812999967184,175.99142191141618,28.13295231345042,29.222359582548997,176.19276091403907,113476000,13121000,68934900
